chapter,title,mort-total-US04,mort-male-US04,mort-female-US04
1,Candidiasis of vulva and vagina,0,0,0
1,Candidiasis of other urogenital sites,71,34,37
1,Candidal meningitis,10,5,5
1,Candidal endocarditis,47,27,20
1,Candidal sepsis,1295,626,669
1,Candidiasis of other sites,251,123,128
1,"Candidiasis, unspecified",138,70,68
1,Coccidioidomycosis,,,
1,Acute pulmonary coccidioidomycosis,21,14,7
1,Chronic pulmonary coccidioidomycosis,5,2,3
1,"Pulmonary coccidioidomycosis, unspecified",146,110,36
1,Cutaneous coccidioidomycosis,1,1,0
1,Coccidioidomycosis meningitis,52,42,10
1,Disseminated coccidioidomycosis,107,84,23
1,Other forms of coccidioidomycosis,8,3,5
1,"Coccidioidomycosis, unspecified",124,93,31
1,Histoplasmosis,,,
1,Acute pulmonary histoplasmosis capsulati,1,0,1
1,Chronic pulmonary histoplasmosis capsulati,0,0,0
1,"Pulmonary histoplasmosis capsulati, unspecified",38,31,7
1,Disseminated histoplasmosis capsulati,0,0,0
1,"Histoplasmosis capsulati, unspecified",2,0,2
1,Histoplasmosis duboisii,0,0,0
1,"Histoplasmosis, unspecified",164,105,59
1,Blastomycosis,,,
1,Acute pulmonary blastomycosis,0,0,0
1,Chronic pulmonary blastomycosis,0,0,0
1,"Pulmonary blastomycosis, unspecified",52,31,21
1,Cutaneous blastomycosis,1,1,0
1,Disseminated blastomycosis,36,21,15
1,Other forms of blastomycosis,2,1,1
1,"Blastomycosis, unspecified",104,70,34
1,Paracoccidioidomycosis,,,
1,Pulmonary paracoccidioidomycosis,0,0,0
1,Disseminated paracoccidioidomycosis,0,0,0
1,Other forms of paracoccidioidomycosis,0,0,0
1,"Paracoccidioidomycosis, unspecified",0,0,0
1,Sporotrichosis,,,
1,Pulmonary sporotrichosis,2,1,1
1,Lymphocutaneous sporotrichosis,0,0,0
1,Disseminated sporotrichosis,2,2,0
1,Other forms of sporotrichosis,0,0,0
1,"Sporotrichosis, unspecified",2,2,0
1,Chromomycosis and phaeomycotic abscess,,,
1,Cutaneous chromomycosis,0,0,0
1,Phaeomycotic brain abscess,2,2,0
1,Subcutaneous phaeomycotic abscess and cyst,0,0,0
1,Other forms of chromomycosis,1,0,1
1,"Chromomycosis, unspecified",0,0,0
1,Aspergillosis,,,
1,Invasive pulmonary aspergillosis,63,33,30
1,Other pulmonary aspergillosis,740,440,300
1,Tonsillar aspergillosis,0,0,0
1,Disseminated aspergillosis,68,33,35
1,Other forms of aspergillosis,58,38,20
1,"Aspergillosis, unspecified",447,259,188
1,Cryptococcosis,,,
1,Pulmonary cryptococcosis,45,32,13
1,Cerebral cryptococcosis,502,368,134
1,Cutaneous cryptococcosis,0,0,0
1,Osseous cryptococcosis,0,0,0
1,Disseminated cryptococcosis,90,68,22
1,Other forms of cryptococcosis,5,2,3
1,"Cryptococcosis, unspecified",72,39,33
1,Zygomycosis,,,
1,Pulmonary mucormycosis,15,11,4
1,Rhinocerebral mucormycosis,23,12,11
1,Gastrointestinal mucormycosis,2,1,1
1,Cutaneous mucormycosis,3,3,0
1,Disseminated mucormycosis,7,4,3
1,"Mucormycosis, unspecified",93,47,46
1,Other zygomycoses,0,0,0
1,"Zygomycosis, unspecified",4,1,3
1,Mycetoma,,,
1,Eumycetoma,0,0,0
1,Actinomycetoma,0,0,0
1,"Mycetoma, unspecified",19,13,6
1,"Other mycoses, not elsewhere classified",,,
1,Lobomycosis,0,0,0
1,Rhinosporidiosis,0,0,0
1,Allescheriasis,1,1,0
1,Geotrichosis,0,0,0
1,Penicillosis,0,0,0
1,Opportunistic mycoses,3,3,0
1,Other specified mycoses,12,7,5
1,Unspecified mycosis,2481,1275,1206
1,Plasmodium falciparum malaria,,,
1,Plasmodium falciparum malaria with cerebral complications,9,4,5
1,Other severe and complicated Plasmodium falciparum malaria,0,0,0
1,"Plasmodium falciparum malaria, unspecified",7,6,1
1,Plasmodium vivax malaria,,,
1,Plasmodium vivax malaria with rupture of spleen,0,0,0
1,Plasmodium vivax malaria with other complications,0,0,0
1,Plasmodium vivax malaria without complication,0,0,0
1,Plasmodium malariae malaria,,,
1,Plasmodium malariae malaria with nephropathy,0,0,0
1,Plasmodium malariae malaria with other complications,0,0,0
1,Plasmodium malariae malaria without complication,0,0,0
1,Other parasitologically confirmed malaria,,,
1,Plasmodium ovale malaria,0,0,0
1,Malaria due to simian plasmodia,0,0,0
1,"Other parasitologically confirmed malaria, not elsewhere classified",0,0,0
1,Unspecified malaria,27,21,6
1,Leishmaniasis,,,
1,Visceral leishmaniasis,0,0,0
1,Cutaneous leishmaniasis,0,0,0
1,Mucocutaneous leishmaniasis,0,0,0
1,"Leishmaniasis, unspecified",1,0,1
1,African trypanosomiasis,,,
1,Gambiense trypanosomiasis,0,0,0
1,Rhodesiense trypanosomiasis,0,0,0
1,"African trypanosomiasis, unspecified",0,0,0
1,Chagas disease,,,
1,Acute Chagas disease with heart involvement,0,0,0
1,Acute Chagas disease without heart involvement,0,0,0
1,Chagas disease (chronic) with heart involvement,11,6,5
1,Chagas disease (chronic) with digestive system involvement,0,0,0
1,Chagas disease (chronic) with nervous system involvement,2,2,0
1,Chagas disease (chronic) with other organ involvement,0,0,0
1,Toxoplasmosis,,,
1,Toxoplasma oculopathy,0,0,0
1,Toxoplasma hepatitis,0,0,0
1,Toxoplasma meningoencephalitis,60,33,27
1,Pulmonary toxoplasmosis,5,3,2
1,Toxoplasmosis with other organ involvement,7,2,5
1,"Toxoplasmosis, unspecified",35,23,12
1,Pneumocystosis,1197,706,491
1,"Other protozoal diseases, not elsewhere classified",,,
1,Babesiosis,19,13,6
1,Acanthamoebiasis,1,1,0
1,Naegleriasis,8,5,3
1,Other specified protozoal diseases,0,0,0
1,Unspecified protozoal disease,0,0,0
1,Schistosomiasis [bilharziasis],,,
1,Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis],2,2,0
1,Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis],1,0,1
1,Schistosomiasis due to Schistosoma japonicum,0,0,0
1,Cercarial dermatitis,0,0,0
1,Other schistosomiases,0,0,0
1,"Schistosomiasis, unspecified",4,3,1
1,Other fluke infections,,,
1,Opisthorchiasis,0,0,0
1,Clonorchiasis,0,0,0
1,Dicrocoeliasis,0,0,0
1,Fascioliasis,0,0,0
1,Paragonimiasis,0,0,0
1,Fasciolopsiasis,0,0,0
1,Other specified fluke infections,0,0,0
1,"Fluke infection, unspecified",0,0,0
1,Echinococcosis,,,
1,Echinococcus granulosus infection of liver,1,0,1
1,Echinococcus granulosus infection of lung,1,1,0
1,Echinococcus granulosus infection of bone,0,0,0
1,"Echinococcus granulosus infection, other and multiple sites",0,0,0
1,"Echinococcus granulosus infection, unspecified",0,0,0
1,Echinococcus multilocularis infection of liver,0,0,0
1,"Echinococcus multilocularis infection, other and multiple sites",0,0,0
1,"Echinococcus multilocularis infection, unspecified",0,0,0
1,"Echinococcosis, unspecified, of liver",0,0,0
1,"Echinococcosis, other and unspecified",3,2,1
1,Taeniasis,,,
1,Taenia solium taeniasis,0,0,0
1,Taenia saginata taeniasis,0,0,0
1,"Taeniasis, unspecified",0,0,0
1,Cysticercosis,,,
1,Cysticercosis of central nervous system,54,36,18
1,Cysticercosis of eye,0,0,0
1,Cysticercosis of other sites,0,0,0
1,"Cysticercosis, unspecified",6,3,3
1,Diphyllobothriasis and sparganosis,,,
1,Diphyllobothriasis,0,0,0
1,Sparganosis,0,0,0
1,Other cestode infections,,,
1,Hymenolepiasis,0,0,0
1,Dipylidiasis,0,0,0
1,Other specified cestode infections,0,0,0
1,"Cestode infection, unspecified",0,0,0
1,Dracunculiasis,0,0,0
1,Onchocerciasis,0,0,0
1,Filariasis,,,
1,Filariasis due to Wuchereria bancrofti,0,0,0
1,Filariasis due to Brugia malayi,0,0,0
1,Filariasis due to Brugia timori,0,0,0
1,Loiasis,0,0,0
1,Mansonelliasis,0,0,0
1,Other filariases,1,1,0
1,"Filariasis, unspecified",0,0,0
1,Trichinellosis,0,0,0
1,Hookworm diseases,,,
1,Ancylostomiasis,0,0,0
1,Necatoriasis,1,0,1
1,Other hookworm diseases,0,0,0
1,"Hookworm disease, unspecified",1,1,0
1,Ascariasis,,,
1,Ascariasis with intestinal complications,0,0,0
1,Ascariasis with other complications,1,1,0
1,"Ascariasis, unspecified",2,1,1
1,Strongyloidiasis,,,
1,Intestinal strongyloidiasis,6,5,1
1,Cutaneous strongyloidiasis,0,0,0
1,Disseminated strongyloidiasis,22,15,7
1,"Strongyloidiasis, unspecified",25,16,9
1,Trichuriasis,0,0,0
1,Enterobiasis,0,0,0
1,"Other intestinal helminthiases, not elsewhere classified",,,
1,Anisakiasis,0,0,0
1,Intestinal capillariasis,2,1,1
1,Trichostrongyliasis,0,0,0
1,Intestinal angiostrongyliasis,0,0,0
1,Mixed intestinal helminthiases,4,3,1
1,Other specified intestinal helminthiases,0,0,0
1,Unspecified intestinal parasitism,,,
1,"Intestinal helminthiasis, unspecified",1,0,1
1,"Intestinal parasitism, unspecified",3,2,1
1,Other helminthiases,,,
1,Visceral larva migrans,0,0,0
1,Gnathostomiasis,0,0,0
1,Angiostrongyliasis due to Parastrongylus cantonensis,1,0,1
1,Syngamiasis,0,0,0
1,Internal hirudiniasis,0,0,0
1,Other specified helminthiases,0,0,0
1,"Helminthiasis, unspecified",1,0,1
1,Pediculosis and phthiriasis,,,
1,Pediculosis due to Pediculus humanus capitis,0,0,0
1,Pediculosis due to Pediculus humanus corporis,2,0,2
1,"Pediculosis, unspecified",1,0,1
1,Phthiriasis,0,0,0
1,Mixed pediculosis and phthiriasis,0,0,0
1,Scabies,9,5,4
1,Myiasis,,,
1,Cutaneous myiasis,0,0,0
1,Wound myiasis,0,0,0
1,Ocular myiasis,0,0,0
1,Nasopharyngeal myiasis,0,0,0
1,Aural myiasis,0,0,0
1,Myiasis of other sites,0,0,0
1,"Myiasis, unspecified",0,0,0
1,Other infestations,,,
1,Other acariasis,0,0,0
1,Tungiasis [sandflea infestation],0,0,0
1,Other arthropod infestations,0,0,0
1,External hirudiniasis,0,0,0
1,Other specified infestations,4,1,3
1,"Infestation, unspecified",0,0,0
1,Unspecified parasitic disease,6,3,3
1,Sequelae of tuberculosis,,,
1,Sequelae of central nervous system tuberculosis,3,1,2
1,Sequelae of genitourinary tuberculosis,3,2,1
1,Sequelae of tuberculosis of bones and joints,7,4,3
1,Sequelae of tuberculosis of other organs,28,5,23
1,Sequelae of respiratory and unspecified tuberculosis,654,298,356
1,Sequelae of poliomyelitis,1837,855,982
1,Sequelae of leprosy,4,3,1
1,Sequelae of other and unspecified infectious and parasitic diseases,,,
1,Sequelae of trachoma,0,0,0
1,Sequelae of viral encephalitis,57,32,25
1,Sequelae of viral hepatitis,5862,3778,2084
1,Sequelae of other specified infectious and parasitic diseases,3923,1877,2046
1,Sequelae of unspecified infectious or parasitic disease,12,7,5
1,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,,,
1,"Streptococcus, group A, as the cause of diseases classified to other chapters",0,0,0
1,"Streptococcus, group B, as the cause of diseases classified to other chapters",0,0,0
1,"Streptococcus, group D, as the cause of diseases classified to other chapters",0,0,0
1,Streptococcus pneumoniae as the cause of diseases classified to other chapters,0,0,0
1,Other streptococcus as the cause of diseases classified to other chapters,0,0,0
1,Unspecified streptococcus as the cause of diseases classified to other chapters,0,0,0
1,Staphylococcus aureus as the cause of diseases classified to other chapters,0,0,0
1,Other staphylococcus as the cause of diseases classified to other chapters,0,0,0
1,Unspecified staphylococcus as the cause of diseases classified to other chapters,0,0,0
1,Other specified bacterial agents as the cause of diseases classified to other chapters,,,
1,Mycoplasma pneumoniae [M. pneumoniae] as the cause of diseases classified to other chapters,0,0,0
1,Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified to other chapters,0,0,0
1,Escherichia coli [E. coli] as the cause of diseases classified to other chapters,0,0,0
1,Haemophilus influenzae [H. influenzae] as the cause of diseases classified to other chapters,0,0,0
1,Proteus (mirabilis)(morganii) as the cause of diseases classified to other chapters,0,0,0
1,Pseudomonas (aeruginosa) as the cause of diseases classified to other chapters,0,0,0
1,Bacillus fragilis [B. fragilis] as the cause of diseases classified to other chapters,0,0,0
1,Clostridium perfringens [C. perfringens] as the cause of diseases classified to other chapters,0,0,0
1,Other specified bacterial agents as the cause of diseases classified to other chapters,0,0,0
1,Viral agents as the cause of diseases classified to other chapters,,,
1,Adenovirus as the cause of diseases classified to other chapters,0,0,0
1,Enterovirus as the cause of diseases classified to other chapters,0,0,0
1,Coronavirus as the cause of diseases classified to other chapters,0,0,0
1,Retrovirus as the cause of diseases classified to other chapters,0,0,0
1,Respiratory syncytial virus as the cause of diseases classified to other chapters,0,0,0
1,Reovirus as the cause of diseases classified to other chapters,0,0,0
1,Parvovirus as the cause of diseases classified to other chapters,0,0,0
1,Papillomavirus as the cause of diseases classified to other chapters,0,0,0
1,Other viral agents as the cause of diseases classified to other chapters,0,0,0
1,Other specified infectious agents as the cause of diseases classified to other chapters,,,
1,Helicobacter pylori [H.pylori] as the cause of diseases classified to other chapters,0,0,0
1,Vibrio vulnificus as the cause of diseases classified to other chapters,0,0,0
1,Other and unspecified infectious diseases,980,442,538
2,Malignant neoplasm of lip,,,
2,Malignant neoplasm: External upper lip,7,5,2
2,Malignant neoplasm: External lower lip,53,32,21
2,"Malignant neoplasm: External lip, unspecified",1,1,0
2,"Malignant neoplasm: Upper lip, inner aspect",0,0,0
2,"Malignant neoplasm: Lower lip, inner aspect",0,0,0
2,"Malignant neoplasm: Lip, unspecified, inner aspect",1,0,1
2,Malignant neoplasm: Commissure of lip,0,0,0
2,Malignant neoplasm: Overlapping lesion of lip,1,1,0
2,"Malignant neoplasm: Lip, unspecified",353,265,88
2,Malignant neoplasm of base of tongue,835,625,210
2,Malignant neoplasm of other and unspecified parts of tongue,,,
2,Malignant neoplasm: Dorsal surface of tongue,3,1,2
2,Malignant neoplasm: Border of tongue,1,0,1
2,Malignant neoplasm: Ventral surface of tongue,2,0,2
2,"Malignant neoplasm: Anterior two-thirds of tongue, part unspecified",2,0,2
2,Malignant neoplasm: Lingual tonsil,9,7,2
2,Malignant neoplasm: Overlapping lesion of tongue,0,0,0
2,"Malignant neoplasm: Tongue, unspecified",10114,6500,3614
2,Malignant neoplasm of gum,,,
2,Malignant neoplasm: Upper gum,145,79,66
2,Malignant neoplasm: Lower gum,50,20,30
2,"Malignant neoplasm: Gum, unspecified",262,124,138
2,Malignant neoplasm of floor of mouth,,,
2,Malignant neoplasm: Anterior floor of mouth,1,0,1
2,Malignant neoplasm: Lateral floor of mouth,0,0,0
2,Malignant neoplasm: Overlapping lesion of floor of mouth,0,0,0
2,"Malignant neoplasm: Floor of mouth, unspecified",885,605,280
2,Malignant neoplasm of palate,,,
2,Malignant neoplasm: Hard palate,152,70,82
2,Malignant neoplasm: Soft palate,344,211,133
2,Malignant neoplasm: Uvula,56,39,17
2,Malignant neoplasm: Overlapping lesion of palate,0,0,0
2,"Malignant neoplasm: Palate, unspecified",523,274,249
2,Malignant neoplasm of other and unspecified parts of mouth,,,
2,Malignant neoplasm: Cheek mucosa,211,88,123
2,Malignant neoplasm: Vestibule of mouth,1,0,1
2,Malignant neoplasm: Retromolar area,141,101,40
2,Malignant neoplasm: Overlapping lesion of other and unspecified parts of mouth,7,3,4
2,"Malignant neoplasm: Mouth, unspecified",5211,2878,2333
2,Malignant neoplasm of parotid gland,3135,2029,1106
2,Malignant neoplasm of other and unspecified major salivary glands,,,
2,Malignant neoplasm: Submandibular gland,194,106,88
2,Malignant neoplasm: Sublingual gland,2,2,0
2,Malignant neoplasm: Overlapping lesion of major salivary glands,1,1,0
2,"Malignant neoplasm: Major salivary gland, unspecified",787,449,338
2,Malignant neoplasm of tonsil,,,
2,Malignant neoplasm: Tonsillar fossa,83,61,22
2,Malignant neoplasm: Tonsillar pillar (anterior)(posterior),28,21,7
2,Malignant neoplasm: Overlapping lesion of tonsil,0,0,0
2,"Malignant neoplasm: Tonsil, unspecified",3400,2564,836
2,Malignant neoplasm of oropharynx,,,
2,Malignant neoplasm: Vallecula,18,15,3
2,Malignant neoplasm: Anterior surface of epiglottis,1,0,1
2,Malignant neoplasm: Lateral wall of oropharynx,1,1,0
2,Malignant neoplasm: Posterior wall of oropharynx,1,1,0
2,Malignant neoplasm: Branchial cleft,5,1,4
2,Malignant neoplasm: Overlapping lesion of oropharynx,2,2,0
2,"Malignant neoplasm: Oropharynx, unspecified",3602,2537,1065
2,Malignant neoplasm of nasopharynx,,,
2,Malignant neoplasm: Superior wall of nasopharynx,2,1,1
2,Malignant neoplasm: Posterior wall of nasopharynx,68,35,33
2,Malignant neoplasm: Lateral wall of nasopharynx,0,0,0
2,Malignant neoplasm: Anterior wall of nasopharynx,1,1,0
2,Malignant neoplasm: Overlapping lesion of nasopharynx,1,1,0
2,"Malignant neoplasm: Nasopharynx, unspecified",3701,2462,1239
2,Malignant neoplasm of piriform sinus,782,641,141
2,Malignant neoplasm of hypopharynx,,,
2,Malignant neoplasm: Postcricoid region,7,4,3
2,"Malignant neoplasm: Aryepiglottic fold, hypopharyngeal aspect",12,11,1
2,Malignant neoplasm: Posterior wall of hypopharynx,1,0,1
2,Malignant neoplasm: Overlapping lesion of hypopharynx,0,0,0
2,"Malignant neoplasm: Hypopharynx, unspecified",1299,978,321
2,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",,,
2,"Malignant neoplasm: Pharynx, unspecified",9513,6991,2522
2,Malignant neoplasm: Waldeyer ring,2,1,1
2,"Malignant neoplasm: Overlapping lesion of lip, oral cavity and pharynx",1,1,0
2,Malignant neoplasm of oesophagus,,,
2,Malignant neoplasm: Cervical part of oesophagus,38,23,15
2,Malignant neoplasm: Thoracic part of oesophagus,10,7,3
2,Malignant neoplasm: Abdominal part of oesophagus,2,2,0
2,Malignant neoplasm: Upper third of oesophagus,35,24,11
